acceleration_x,acceleration_y,acceleration_z,angularVelocity_x,angularVelocity_y,angularVelocity_z,altimeterRate,airpressure,heartRate,RRInterval,label,frequency,timestamp
0.97,-0.12,0.14,1.01,0.34,-3.78,2,999.61,87,0.66,4,50,2018-06-14 09:23:20:952
0.97,-0.12,0.14,1.01,0.34,-3.78,2,999.61,87,0.66,4,50,2018-06-14 09:23:20:952
0.97,-0.12,0.14,1.01,0.34,-3.78,2,999.61,87,0.66,4,50,2018-06-14 09:23:20:952
0.97,-0.12,0.14,1.01,0.34,-3.78,2,999.61,87,0.66,4,50,2018-06-14 09:23:20:952
0.97,-0.12,0.14,1.01,0.34,-3.78,2,999.61,87,0.66,4,50,2018-06-14 09:23:20:952
0.98,-0.11,0.13,-0.37,-0.12,-2.84,2,999.61,87,0.66,4,50,2018-06-14 09:23:20:952
0.98,-0.11,0.13,-0.37,-0.12,-2.84,2,999.61,87,0.66,4,50,2018-06-14 09:23:21:503
0.98,-0.11,0.13,-0.37,-0.12,-2.84,2,999.61,87,0.66,4,50,2018-06-14 09:23:21:503
0.98,-0.11,0.13,-0.37,-0.12,-2.84,2,999.61,87,0.66,4,50,2018-06-14 09:23:21:503
0.98,-0.11,0.13,-0.37,-0.12,-2.84,2,999.61,87,0.66,4,50,2018-06-14 09:23:21:503
0.98,-0.11,0.13,-0.37,-0.12,-2.84,2,999.61,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.1,0.14,0.73,-0.52,-5,2,999.61,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.1,0.14,0.73,-0.52,-5,2,999.61,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.1,0.14,0.73,-0.52,-5,2,999.61,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.1,0.14,0.73,-0.52,-5,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.11,0.15,0.73,-0.52,-5,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.11,0.15,0.24,-0.46,-5.37,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.11,0.15,0.24,-0.46,-5.37,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.11,0.15,0.24,-0.46,-5.37,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.11,0.15,0.24,-0.46,-5.37,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.11,0.15,0.24,-0.46,-5.37,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.11,0.15,0.24,-0.46,-5.37,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.11,0.15,0.24,-0.46,-5.37,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.96,-0.12,0.15,-0.06,0.34,-4.39,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.96,-0.12,0.15,-0.06,0.34,-4.39,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.96,-0.12,0.15,-0.06,0.34,-4.39,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.96,-0.12,0.15,-0.06,0.34,-4.39,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.96,-0.12,0.15,-0.06,0.34,-4.39,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.96,-0.12,0.15,-0.06,0.34,-4.39,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.11,0.14,-0.06,0.34,-4.39,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.11,0.14,1.19,0.34,-3.99,1,999.67,87,0.66,4,50,2018-06-14 09:23:21:503
0.97,-0.11,0.14,1.19,0.34,-3.99,1,999.67,87,0.66,4,50,2018-06-14 09:23:22:043
0.97,-0.11,0.14,1.19,0.34,-3.99,1,999.67,87,0.66,4,50,2018-06-14 09:23:22:043
0.97,-0.11,0.14,1.19,0.34,-3.99,1,999.67,87,0.66,4,50,2018-06-14 09:23:22:043
0.96,-0.11,0.14,-0.46,0.15,-4.02,1,999.67,87,0.66,4,50,2018-06-14 09:23:22:043
0.96,-0.11,0.14,-0.46,0.15,-4.02,1,999.67,87,0.66,4,50,2018-06-14 09:23:22:043
0.96,-0.11,0.14,-0.46,0.15,-4.02,1,999.67,87,0.66,4,50,2018-06-14 09:23:22:043
0.96,-0.11,0.14,-0.46,0.15,-4.02,1,999.67,87,0.66,4,50,2018-06-14 09:23:22:043
0.96,-0.11,0.14,-0.46,0.15,-4.02,1,999.67,87,0.66,4,50,2018-06-14 09:23:22:043
0.98,-0.1,0.13,-0.46,0.15,-4.02,1,999.67,87,0.66,4,50,2018-06-14 09:23:22:043
0.98,-0.1,0.13,-1.22,-1.49,-5.15,1,999.67,87,0.66,4,50,2018-06-14 09:23:22:043
0.98,-0.1,0.13,-1.22,-1.49,-5.15,1,999.67,87,0.66,4,50,2018-06-14 09:23:22:043
0.98,-0.1,0.13,-1.22,-1.49,-5.15,1,999.67,87,0.66,4,50,2018-06-14 09:23:22:043
0.98,-0.1,0.13,-1.22,-1.49,-5.15,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:043
0.98,-0.1,0.13,-1.22,-1.49,-5.15,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:043
0.98,-0.1,0.13,-1.22,-1.49,-5.15,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:043
0.97,-0.11,0.15,-3.02,-2.1,-5.61,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:043
0.97,-0.11,0.15,-3.02,-2.1,-5.61,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:043
0.97,-0.11,0.15,-3.02,-2.1,-5.61,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:043
0.97,-0.11,0.15,-3.02,-2.1,-5.61,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:043
0.97,-0.11,0.15,-3.02,-2.1,-5.61,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:043
0.97,-0.11,0.15,-3.02,-2.1,-5.61,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:043
0.97,-0.11,0.15,-3.02,-2.1,-5.61,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:043
0.98,-0.12,0.15,-3.02,-2.1,-5.61,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:043
0.98,-0.12,0.15,1.19,-1.13,-4.33,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:043
0.98,-0.12,0.15,1.19,-1.13,-4.33,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:043
0.98,-0.12,0.15,1.19,-1.13,-4.33,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:588
0.98,-0.12,0.15,1.19,-1.13,-4.33,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:588
0.98,-0.11,0.13,0.64,0.12,-2.5,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:588
0.98,-0.11,0.13,0.64,0.12,-2.5,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:588
0.98,-0.11,0.13,0.64,0.12,-2.5,1,999.67,88,0.66,4,50,2018-06-14 09:23:22:588
0.98,-0.11,0.13,0.64,0.12,-2.5,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.98,-0.11,0.13,0.64,0.12,-2.5,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.98,-0.11,0.13,0.64,0.12,-2.5,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.97,-0.09,0.14,0.64,0.12,-2.5,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.97,-0.09,0.14,1.68,0.12,-5.03,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.97,-0.09,0.14,1.68,0.12,-5.03,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.97,-0.09,0.14,1.68,0.12,-5.03,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.97,-0.09,0.14,1.68,0.12,-5.03,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.96,-0.11,0.13,1.68,0.12,-5.03,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.96,-0.11,0.13,2.07,-1.13,-7.35,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.96,-0.11,0.13,2.07,-1.13,-7.35,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.96,-0.11,0.13,2.07,-1.13,-7.35,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.96,-0.11,0.13,2.07,-1.13,-7.35,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.96,-0.11,0.13,2.07,-1.13,-7.35,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.96,-0.11,0.13,2.07,-1.13,-7.35,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.97,-0.1,0.15,-0.58,-0.95,-2.56,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.97,-0.1,0.15,-0.58,-0.95,-2.56,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.97,-0.1,0.15,-0.58,-0.95,-2.56,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.97,-0.1,0.15,-0.58,-0.95,-2.56,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.97,-0.1,0.15,-0.58,-0.95,-2.56,1,999.64,88,0.68,4,50,2018-06-14 09:23:22:588
0.97,-0.1,0.15,-0.58,-0.95,-2.56,1,999.64,88,0.68,4,50,2018-06-14 09:23:23:122
0.97,-0.09,0.14,1.19,-0.52,-2.68,1,999.64,88,0.68,4,50,2018-06-14 09:23:23:122
0.97,-0.09,0.14,1.19,-0.52,-2.68,1,999.64,88,0.68,4,50,2018-06-14 09:23:23:122
0.97,-0.09,0.14,1.19,-0.52,-2.68,1,999.64,88,0.68,4,50,2018-06-14 09:23:23:122
0.97,-0.09,0.14,1.19,-0.52,-2.68,1,999.64,88,0.68,4,50,2018-06-14 09:23:23:122
0.97,-0.09,0.14,1.19,-0.52,-2.68,1,999.64,88,0.68,4,50,2018-06-14 09:23:23:122
0.97,-0.09,0.14,1.19,-0.52,-2.68,1,999.64,88,0.68,4,50,2018-06-14 09:23:23:122
0.97,-0.1,0.14,-0.03,0.06,-2.8,1,999.64,88,0.68,4,50,2018-06-14 09:23:23:122
0.97,-0.1,0.14,-0.03,0.06,-2.8,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.97,-0.1,0.14,-0.03,0.06,-2.8,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.97,-0.1,0.14,-0.03,0.06,-2.8,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.97,-0.1,0.14,-0.03,0.06,-2.8,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.97,-0.1,0.14,-0.03,0.06,-2.8,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.96,-0.06,0.15,13.81,2.38,-1.52,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.96,-0.06,0.15,13.81,2.38,-1.52,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.96,-0.06,0.15,13.81,2.38,-1.52,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.96,-0.06,0.15,13.81,2.38,-1.52,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.96,-0.06,0.15,13.81,2.38,-1.52,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.96,-0.06,0.15,13.81,2.38,-1.52,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.96,-0.06,0.15,13.81,2.38,-1.52,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.98,-0.08,0.14,-0.91,0.49,-3.29,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.98,-0.08,0.14,-0.91,0.49,-3.29,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.98,-0.08,0.14,-0.91,0.49,-3.29,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.98,-0.08,0.14,-0.91,0.49,-3.29,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.98,-0.08,0.14,-0.91,0.49,-3.29,1,999.64,88,0.65,4,50,2018-06-14 09:23:23:122
0.96,-0.09,0.15,0.91,0.34,-6.04,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.96,-0.09,0.15,0.91,0.34,-6.04,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.96,-0.09,0.15,0.91,0.34,-6.04,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.96,-0.09,0.15,0.91,0.34,-6.04,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.96,-0.09,0.15,0.91,0.34,-6.04,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.96,-0.09,0.15,0.91,0.34,-6.04,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.97,-0.1,0.15,-0.55,0.58,-5.27,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.97,-0.1,0.15,-0.55,0.58,-5.27,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.97,-0.1,0.15,-0.55,0.58,-5.27,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.97,-0.1,0.15,-0.55,0.58,-5.27,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.97,-0.1,0.15,-0.55,0.58,-5.27,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.97,-0.1,0.15,-0.55,0.58,-5.27,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.97,-0.11,0.14,-1.95,1.28,-1.83,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.97,-0.11,0.14,-1.95,1.28,-1.83,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.97,-0.11,0.14,-1.95,1.28,-1.83,0,999.66,88,0.65,4,50,2018-06-14 09:23:23:675
0.97,-0.11,0.14,-1.95,1.28,-1.83,0,999.66,88,0.68,4,50,2018-06-14 09:23:23:675
0.97,-0.11,0.14,-1.95,1.28,-1.83,0,999.66,88,0.68,4,50,2018-06-14 09:23:23:675
0.97,-0.11,0.14,-1.95,1.28,-1.83,0,999.66,88,0.68,4,50,2018-06-14 09:23:23:675
0.98,-0.09,0.12,-1.95,1.28,-1.83,0,999.66,88,0.68,4,50,2018-06-14 09:23:23:675
0.98,-0.09,0.12,-2.35,-1.52,-2.59,0,999.66,88,0.68,4,50,2018-06-14 09:23:23:675
0.98,-0.09,0.12,-2.35,-1.52,-2.59,0,999.66,88,0.68,4,50,2018-06-14 09:23:23:675
0.98,-0.09,0.12,-2.35,-1.52,-2.59,0,999.66,88,0.68,4,50,2018-06-14 09:23:23:675
0.98,-0.09,0.12,-2.35,-1.52,-2.59,0,999.66,88,0.68,4,50,2018-06-14 09:23:23:675
0.98,-0.09,0.12,-2.35,-1.52,-2.59,0,999.66,88,0.68,4,50,2018-06-14 09:23:23:675
0.96,-0.11,0.13,2.07,-6.13,-7.01,0,999.66,88,0.68,4,50,2018-06-14 09:23:23:675
0.96,-0.11,0.13,2.07,-6.13,-7.01,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.96,-0.11,0.13,2.07,-6.13,-7.01,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.96,-0.11,0.13,2.07,-6.13,-7.01,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.96,-0.11,0.13,2.07,-6.13,-7.01,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.98,-0.1,0.15,-1.52,-1.28,-5.73,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.98,-0.1,0.15,-1.52,-1.28,-5.73,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.98,-0.1,0.15,-1.52,-1.28,-5.73,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.98,-0.1,0.15,-1.52,-1.28,-5.73,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.98,-0.1,0.15,-1.52,-1.28,-5.73,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.98,-0.1,0.15,-1.52,-1.28,-5.73,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.98,-0.1,0.15,-1.52,-1.28,-5.73,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.96,-0.09,0.13,0.03,-0.85,-3.72,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.96,-0.09,0.13,0.03,-0.85,-3.72,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.96,-0.09,0.13,0.03,-0.85,-3.72,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.96,-0.09,0.13,0.03,-0.85,-3.72,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.96,-0.09,0.13,0.03,-0.85,-3.72,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.96,-0.09,0.13,0.03,-0.85,-3.72,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.98,-0.11,0.14,0.03,-0.85,-3.72,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.98,-0.11,0.14,-0.91,0.03,-3.45,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.98,-0.11,0.14,-0.91,0.03,-3.45,0,999.66,88,0.68,4,50,2018-06-14 09:23:24:213
0.98,-0.11,0.14,-0.91,0.03,-3.45,0,999.66,88,0.66,4,50,2018-06-14 09:23:24:213
0.98,-0.11,0.14,-0.91,0.03,-3.45,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:213
0.98,-0.11,0.14,-0.91,0.03,-3.45,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:213
0.96,-0.09,0.12,-0.79,-0.06,-2.65,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:213
0.96,-0.09,0.12,-0.79,-0.06,-2.65,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:213
0.96,-0.09,0.12,-0.79,-0.06,-2.65,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.96,-0.09,0.12,-0.79,-0.06,-2.65,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.96,-0.09,0.12,-0.79,-0.06,-2.65,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.96,-0.1,0.14,-0.79,-0.06,-2.65,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.96,-0.1,0.14,-1.16,0.18,-2.77,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.96,-0.1,0.14,-1.16,0.18,-2.77,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.96,-0.1,0.14,-1.16,0.18,-2.77,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.96,-0.1,0.14,-1.16,0.18,-2.77,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.96,-0.1,0.14,-1.16,0.18,-2.77,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.97,-0.1,0.13,-2.47,0.34,-1.68,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.97,-0.1,0.13,-2.47,0.34,-1.68,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.97,-0.1,0.13,-2.47,0.34,-1.68,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.97,-0.1,0.13,-2.47,0.34,-1.68,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.97,-0.1,0.13,-2.47,0.34,-1.68,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.97,-0.1,0.13,-2.47,0.34,-1.68,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.98,-0.1,0.14,-1.04,0.24,-3.57,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.98,-0.1,0.14,-1.04,0.24,-3.57,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.98,-0.1,0.14,-1.04,0.24,-3.57,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.98,-0.1,0.14,-1.04,0.24,-3.57,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.98,-0.1,0.14,-1.04,0.24,-3.57,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.98,-0.1,0.14,-1.04,0.24,-3.57,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.98,-0.1,0.14,-1.04,0.24,-3.57,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.98,-0.1,0.14,-1.04,0.24,-3.57,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.97,-0.1,0.14,-1.04,0.24,-3.57,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.97,-0.1,0.14,-0.58,0.58,-4.02,-1,999.67,88,0.66,4,50,2018-06-14 09:23:24:766
0.97,-0.1,0.14,-0.58,0.58,-4.02,-1,999.67,88,0.66,4,50,2018-06-14 09:23:25:305
0.97,-0.1,0.14,-0.58,0.58,-4.02,-1,999.67,88,0.66,4,50,2018-06-14 09:23:25:305
0.96,-0.1,0.14,0.15,-0.06,-4.63,-1,999.67,88,0.66,4,50,2018-06-14 09:23:25:305
0.96,-0.1,0.14,0.15,-0.06,-4.63,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.96,-0.1,0.14,0.15,-0.06,-4.63,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.96,-0.1,0.14,0.15,-0.06,-4.63,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.96,-0.1,0.14,0.15,-0.06,-4.63,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.96,-0.1,0.14,0.15,-0.06,-4.63,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.96,-0.1,0.14,0.15,-0.06,-4.63,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.98,-0.11,0.13,-0.88,-1.13,-4.79,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.98,-0.11,0.13,-0.88,-1.13,-4.79,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.98,-0.11,0.13,-0.88,-1.13,-4.79,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.98,-0.11,0.13,-0.88,-1.13,-4.79,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.98,-0.11,0.13,-0.88,-1.13,-4.79,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.98,-0.11,0.13,-0.88,-1.13,-4.79,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.98,-0.11,0.13,0.18,-1.19,-4.48,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.98,-0.11,0.13,0.18,-1.19,-4.48,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.98,-0.11,0.13,0.18,-1.19,-4.48,-1,999.67,88,0.7,4,50,2018-06-14 09:23:25:305
0.98,-0.11,0.13,0.18,-1.19,-4.48,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:305
0.98,-0.11,0.13,0.18,-1.19,-4.48,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:305
0.97,-0.11,0.13,-0.98,0.76,-4.15,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:305
0.97,-0.11,0.13,-0.98,0.76,-4.15,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:305
0.97,-0.11,0.13,-0.98,0.76,-4.15,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:305
0.97,-0.11,0.13,-0.98,0.76,-4.15,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:305
0.97,-0.11,0.13,-0.98,0.76,-4.15,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:305
0.97,-0.11,0.13,-0.98,0.76,-4.15,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.1,0.13,3.2,-0.61,-5.21,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.1,0.13,3.2,-0.61,-5.21,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.1,0.13,3.2,-0.61,-5.21,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.1,0.13,3.2,-0.61,-5.21,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.1,0.13,3.2,-0.61,-5.21,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.1,0.13,3.2,-0.61,-5.21,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.1,0.13,3.2,-0.61,-5.21,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.1,0.12,0.15,0.18,-4.09,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.1,0.12,0.15,0.18,-4.09,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.1,0.12,0.15,0.18,-4.09,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.1,0.12,0.15,0.18,-4.09,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.1,0.12,0.15,0.18,-4.09,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.09,0.14,0.15,0.18,-4.09,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.09,0.14,0.67,0.15,-4.85,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.09,0.14,0.67,0.15,-4.85,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.09,0.14,0.67,0.15,-4.85,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.09,0.14,0.67,0.15,-4.85,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.09,0.14,0.67,0.15,-4.85,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.09,0.14,0.67,0.15,-4.85,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.96,-0.09,0.13,0.67,0.15,-4.85,-1,999.65,88,0.7,4,50,2018-06-14 09:23:25:839
0.96,-0.09,0.13,-0.21,-0.06,-3.38,-1,999.65,86,0.7,4,50,2018-06-14 09:23:25:839
0.96,-0.09,0.13,-0.21,-0.06,-3.38,-1,999.65,86,0.7,4,50,2018-06-14 09:23:25:839
0.96,-0.09,0.13,-0.21,-0.06,-3.38,-1,999.65,86,0.7,4,50,2018-06-14 09:23:25:839
0.96,-0.09,0.13,-0.21,-0.06,-3.38,-1,999.65,86,0.7,4,50,2018-06-14 09:23:25:839
0.97,-0.09,0.14,-0.7,0.85,-3.26,-1,999.65,86,0.7,4,50,2018-06-14 09:23:26:382
0.97,-0.09,0.14,-0.7,0.85,-3.26,-1,999.65,86,0.7,4,50,2018-06-14 09:23:26:382
0.97,-0.09,0.14,-0.7,0.85,-3.26,-1,999.65,86,0.7,4,50,2018-06-14 09:23:26:382
0.97,-0.09,0.14,-0.7,0.85,-3.26,-1,999.65,86,0.7,4,50,2018-06-14 09:23:26:382
0.97,-0.09,0.14,-0.7,0.85,-3.26,-1,999.65,86,0.7,4,50,2018-06-14 09:23:26:382
0.97,-0.09,0.14,-0.7,0.85,-3.26,-1,999.65,86,0.7,4,50,2018-06-14 09:23:26:382
0.97,-0.09,0.14,-0.7,0.85,-3.26,-1,999.65,86,0.7,4,50,2018-06-14 09:23:26:382
