0.87,-0.14,0.3,12.68,-21.4,-14.94,2,999.67,80,0.76
0.87,-0.14,0.3,12.68,-21.4,-14.94,2,999.67,80,0.76
0.87,-0.14,0.3,12.68,-21.4,-14.94,2,999.67,80,0.76
0.87,-0.14,0.3,12.68,-21.4,-14.94,2,999.67,80,0.76
0.87,-0.14,0.3,12.68,-21.4,-14.94,2,999.67,80,0.76
0.87,-0.14,0.3,12.68,-21.4,-14.94,2,999.67,80,0.76
1.13,-0.09,0.3,-16.8,-1.83,7.68,2,999.67,80,0.76
1.13,-0.09,0.3,-16.8,-1.83,7.68,2,999.67,80,0.76
1.13,-0.09,0.3,-16.8,-1.83,7.68,2,999.67,80,0.76
1.13,-0.09,0.3,-16.8,-1.83,7.68,2,999.67,80,0.76
1.13,-0.09,0.3,-16.8,-1.83,7.68,2,999.67,80,0.76
1.13,-0.09,0.3,-16.8,-1.83,7.68,2,999.67,80,0.76
1.04,-0.2,0.19,6.83,16.31,35.85,2,999.67,80,0.76
1.04,-0.2,0.19,6.83,16.31,35.85,2,999.67,80,0.76
1.04,-0.2,0.19,6.83,16.31,35.85,2,999.67,80,0.76
1.04,-0.2,0.19,6.83,16.31,35.85,2,999.67,80,0.76
1.04,-0.2,0.19,6.83,16.31,35.85,2,999.67,80,0.76
1.16,-0.13,0.11,52.5,50.52,78.41,2,999.67,80,0.76
1.16,-0.13,0.11,52.5,50.52,78.41,2,999.67,80,0.76
1.16,-0.13,0.11,52.5,50.52,78.41,2,999.67,80,0.76
1.16,-0.13,0.11,52.5,50.52,78.41,2,999.67,80,0.51
1.16,-0.13,0.11,52.5,50.52,78.41,2,999.67,80,0.51
1.16,-0.13,0.11,52.5,50.52,78.41,2,999.67,80,0.51
1.16,-0.13,0.11,52.5,50.52,78.41,2,999.67,80,0.51
0.84,-0.12,0.08,18.38,56.37,90.98,2,999.67,80,0.51
0.84,-0.12,0.08,18.38,56.37,90.98,2,999.67,80,0.51
0.84,-0.12,0.08,18.38,56.37,90.98,2,999.67,80,0.51
0.84,-0.12,0.08,18.38,56.37,90.98,2,999.67,80,0.51
0.84,-0.12,0.08,18.38,56.37,90.98,2,999.67,80,0.51
0.73,-0.14,0.11,18.38,56.37,90.98,2,999.67,80,0.51
0.73,-0.14,0.11,6.28,20.91,13.45,2,999.67,80,0.51
0.73,-0.14,0.11,6.28,20.91,13.45,2,999.67,80,0.51
0.73,-0.14,0.11,6.28,20.91,13.45,2,999.67,80,0.51
0.73,-0.14,0.11,6.28,20.91,13.45,2,999.67,80,0.51
0.73,-0.14,0.11,6.28,20.91,13.45,2,999.67,80,0.51
0.73,-0.14,0.11,6.28,20.91,13.45,2,999.67,80,0.51
1.07,-0.12,0.21,8.87,-34.54,-92.65,2,999.67,80,0.51
1.07,-0.12,0.21,8.87,-34.54,-92.65,2,999.67,80,0.51
1.07,-0.12,0.21,8.87,-34.54,-92.65,5,999.66,80,0.51
1.07,-0.12,0.21,8.87,-34.54,-92.65,5,999.66,80,0.51
