"4.8761","4.7671","4.5492","4.6718","4.6173","4.1951","4.3994","5.0259","3.8001","3.0237","3.623","4.7263","4.6037","4.2768","3.909","3.7047","4.1133","4.3858","4.4402","4.0452","3.8546","3.6094","2.3836","2.1248","1.757","1.5936","1.6208","1.7434","2.4653","2.3018","2.1384","1.8524","2.2474","0","0.0"
"3.1735","3.1191","3.3642","3.6094","3.8001","3.3778","2.833","2.9965","2.0158","1.9477","1.4982","1.8251","2.6696","2.5334","1.8115","2.0703","2.1248","2.6423","1.471","2.1248","2.2474","2.0567","0.96704","2.0839","2.1112","0.92618","1.3076","1.471","1.8524","1.4438","0.6674","0.054481","1.2258","0","0.0"
"-5.9112","-2.7104","1.4438","2.833","4.3858","3.9635","3.1191","1.7979","1.8932","4.7671","7.1643","8.7851","15.445","6.4152","-1.6889","-6.1019","-6.3198","-3.0918","-3.0918","-2.1248","0","1.0"
"7.5457","2.0567","1.0624","-1.2939","-1.6344","0.28603","0.28603","0.28603","7.6683","11.836","5.5162","-0.5993","-8.7034","-8.8805","-2.1793","0.36775","-0.44947","-0.72188","-0.6674","0.38137","0","1.0"
"-3.8682","-7.6138","-5.4754","-0.081722","1.3076","2.6696","3.1872","3.3506","2.942","1.8932","2.0294","3.3506","4.9442","5.7886","7.3005","3.5822","-1.4029","-7.3005","-11.782","-3.9771","0","1.0"
"0.54481","1.1305","2.0294","14.111","18.742","8.6898","-0.32689","-4.2904","-8.6898","-6.5378","-4.7399","-0.6674","0.21793","-0.19068","-0.72188","-0.8717","-0.054481","0.20431","1.1577","2.5061","0","1.0"
"0.44947","0.6401600000000001","0.68102","0.46309","0.35413","0.29965","0.35413","0.47671","0.44947","0.24517","0.21793","0.28603","0.50395","0.58567","0.5993","0.47671","0.25879","0.24517","0.39499","0.77636","0.76274","0.6674","0.38137","0.054481","0.20431","0.47671","0.50395","0.47671","0.50395","0.47671","0.43585","0.42223","0.44947","0.31327","0.28603","0.29965","0.49033","0.57205","0.61292","0.49033","0","3.0"
"-8.6489","-4.1814","-4.1814","0.31327","1.2122","4.2223","3.1872","1.866","2.261","2.6015","1.0079","-1.0896","-2.7786","1.4438","9.0984","17.734","-0.7355","-6.7012","-5.1757","-3.0101","0","1.0"
"2.4925","3.3097","3.2144","3.1054","2.8739","1.757","-3.0918","-3.7047","-2.2065","-1.7298","-1.58","-0.027241","-0.027241","0.7355","2.3563","4.3858","6.3198","13.089","7.9407","5.6116","3.2553","3.6366","2.0294","2.1656","7.7636","3.732","2.656","2.4925","-1.5119","-3.6639","-5.7614","-4.0861","-2.6696","-1.2531","1.7298","1.7162","2.0975","0.8036","-0.34051","-0.44947","0","4.0"
"6.5378","9.6704","7.9407","-2.8603","-2.9284","-2.9556","1.3757","2.9965","9.4798","9.4661","3.8682","0.31327","-5.7069","-6.9328","-0.58567","3.5413","0.31327","-0.16344","-0.16344","-0.16344","0","1.0"
"3.7728","3.1872","2.5879","3.4868","7.2324","8.5127","1.2531","-8.1995","-7.4503","2.547","1.975","-1.4165","0.095342","1.4846","3.4051","3.8682","3.1872","2.9284","2.2201","3.2144","7.4231","10.42","6.6059","4.1406","-0.36775","-4.7399","0.8036","1.9068","0.55843","-0.6401600000000001","-0.85808","2.6968","1.866","2.6423","4.9987","3.5549","1.8932","-0.040861","-0.040861","0.14982","0","1.0"
"0.40861","0.31327","2.0839","-0.14982","-0.44947","0.55843","1.8387","3.2825","3.6775","3.4051","-0.6674","-2.7377","-2.9011","-2.1929","-0.44947","0.14982","0.38137","0.38137","0.55843","1.4982","5.2302","9.3844","8.6081","6.8783","6.7421","4.2223","1.1577","-0.44947","4.0452","6.3335","4.2223","2.5879","1.4029","-2.6968","-4.127","-6.0611","-4.3858","-2.7922","-0.095342","0.6674","0","4.0"
"1.5391","1.471","1.2531","1.4165","1.1577","0.42223","0.42223","0.42223","-3.1054","1.6208","13.348","16.903","11.414","-1.5936","-6.0611","1.1986","-2.0839","-2.0839","-3.3097","-1.0624","0","1.0"
"11.959","2.1929","-3.0646","-2.5198","-0.92618","1.3757","1.5391","4.2495","8.0224","7.0009","3.1599","-10.42","-8.7034","-0.44947","3.3642","-0.76274","-0.95342","-0.61292","2.3155","4.0589","0","1.0"
"9.3436","2.8467","-5.0531","-3.3234","0.61292","1.866","2.9556","4.1678","7.4776","9.112","5.6661","-7.355","-11.4","-2.0567","0.35413","4.127","3.4732","1.1441","1.6753","3.5685","0","1.0"
"0.65378","1.0215","1.1577","1.9068","2.0022","1.9341","1.58","1.6344","2.1384","3.6503","3.7728","3.2008","-0.70826","-3.4187","-2.6015","3.5685","3.4323","2.0294","1.0215","-0.027241","-1.3484","-0.74912","1.5255","2.152","3.4732","3.3097","2.4925","0.36775","0.31327","0.1362","0.98067","2.5879","0","1.0"
"-3.4459","-3.1872","-1.2258","-1.185","-3.0646","-3.4323","-5.1621","-6.6331","-6.6195","-6.1019","-2.5606","-3.1735","-3.5685","-6.2517","-6.4152","-5.9657","-3.1872","-2.3836","-2.6015","-0.31327","0","1.0"
"2.3836","1.3076","1.3076","0.54481","-0.095342","0.28603","0.28603","-1.4301","-1.2531","-0.6674","-0.28603","0.55843","-3.0646","-7.1779","-10.515","-8.9894","-6.8783","-6.5786","-9.9565","-12.585","0","1.0"
"1.7843","-0.8036","-0.85808","-0.38137","1.1577","1.5527","1.185","-1.7298","-2.9011","-4.6854","-4.9169","-3.8273","-2.4517","1.58","-1.471","0.23155","-0.21793","-0.51757","0.28603","2.152","0","4.0"
"0.44947","1.2258","1.3348","-0.28603","-1.471","-3.4459","-5.0259","-4.6582","-3.0646","0.42223","0.61292","-0.58567","1.2803","0.61292","-0.32689","0.84446","2.3018","3.3778","3.2144","3.9227","2.5879","-1.185","-2.7649","-2.1929","-0.7355","0.095342","0.31327","0.081722","0.6401600000000001","1.3757","4.8625","4.8625","8.4446","7.2052","6.1836","6.4833","5.2438","3.3097","5.8704","3.6503","0","4.0"
"-1.8115","0.24517","-0.57205","-0.6946399999999999","0.8717","0.20431","0.50395","2.6015","4.9442","4.699","4.5083","4.4947","4.2768","1.866","-1.4846","-1.471","-1.7706","0.24517","0.34051","-0.068102","0.8308399999999999","1.1169","2.3427","10.161","13.988","8.9894","5.4618","5.5707","4.6718","2.8875","7.4776","6.5105","0.9398","1.7706","2.1929","0.89894","-2.261","-4.0316","-3.1327","-1.8387","0","4.0"
"-9.9565","1.1577","3.3234","1.3757","1.7025","0.21793","0.8036","1.7706","3.6639","1.5936","0.36775","1.362","2.0294","7.6683","9.0848","15.854","-3.0918","-5.6252","-4.0316","-1.3757","0","1.0"
"0.40861","0.92618","2.9692","3.5549","2.9829","3.0646","2.0975","1.8251","1.9886","2.1248","2.1793","2.6151","4.9578","7.0962","8.9622","5.1213","-2.0294","-0.8308399999999999","-3.1327","-5.5707","-5.3937","-4.6173","-2.6015","-0.91256","0.84446","2.1384","2.942","0.8308399999999999","0.28603","0.50395","1.1577","2.0975","2.547","1.866","0.70826","1.866","1.58","0.54481","-1.6072","-0.78998","0","1.0"
"5.4073","9.1393","-2.1656","-2.2201","-2.7241","5.5435","7.2052","9.398","6.4424","2.4925","-2.438","-6.0611","-5.4345","0.76274","-1.3212","-0.20431","0.14982","0.91256","5.9385","7.463999999999999","0","1.0"
"-4.3585","-2.9556","-2.8603","0.65378","-0.28603","2.7377","2.5879","0.54481","2.152","3.2825","3.7456","4.3177","3.8409","0.8036","-1.0079","-1.5119","-2.4244","-0.85808","0.068102","0.40861","0.19068","0.92618","1.5936","2.3836","5.6661","14.192","7.8862","6.4833","4.0589","2.4517","1.7298","3.7047","6.7285","6.0611","3.0646","2.6832","-0.42223","-3.9635","-5.2166","-4.808","0","4.0"
"-0.7355","-1.4438","-1.3076","-1.4165","0.1362","0.28603","-0.027241","0.98067","2.0431","2.942","10.351","13.334","6.3743","5.6388","5.1894","3.3778","2.7241","4.2495","5.8159","2.8603","2.7377","2.0703","0.1362","-2.6423","-4.6445","-3.8409","-2.1793","-1.1577","1.2531","1.4574","2.4108","0.081722","0.19068","0.28603","1.9613","1.9341","1.4165","-1.5391","-2.9829","-4.5356","0","4.0"
"3.9227","2.656","-0.17706","-2.2201","-2.1248","-1.4982","0.10896","0.25879","0.19068","0.35413","1.2803","2.0294","6.7285","13.157","9.3027","6.7693","3.8273","5.0939999999999985","2.0431","0.19068","8.1858","6.279","2.8194","2.2882","-1.4165","-2.9011","-5.0804","-3.0101","-1.9886","-0.95342","1.185","1.3076","1.757","0.70826","-0.76274","-0.77636","-0.62654","0.68102","1.1305","1.0896","0","4.0"
"-0.24517","1.8387","2.1248","0.39499","0.40861","1.1169","2.3427","1.9205","0.55843","-0.31327","-5.0259","-5.7069","-4.7399","-1.3893","-0.49033","-0.61292","0.77636","1.7706","0.72188","2.2474","0","4.0"
"16.249000000000002","4.7671","-1.0624","0.14982","-0.027241","1.0079","2.1656","0.70826","7.6546","8.8668","7.6955","-9.0439","-9.3163","2.8739","1.4165","1.9886","-0.25879","0.61292","2.0294","3.2553","0","1.0"
"-4.0044","-1.0896","-1.0488","-2.0294","-3.2961","-5.1894","-3.4323","-1.58","-1.3757","-0.38137","-0.38137","0.6401600000000001","1.0079","1.4982","2.2474","2.942","3.9363","4.413","2.7649","2.4108","0.44947","-0.51757","1.185","2.2882","0.62654","0.24517","-1.3893","-1.3348","0.14982","1.3893","1.0079","1.0759999999999998","1.0488","1.3484","1.1986","0","1.0"
"4.699","6.5105","7.069","4.127","1.185","0.40861","-0.6674","4.9033","13.089","8.6898","-3.7728","-4.8352","-1.471","-0.9398","1.1169","2.6696","3.1463","1.7979","1.7025","4.4402","0","1.0"
"-0.027241","-3.1735","-4.3449","-4.5764","-2.9556","0.8036","1.7025","-0.65378","-0.10896","0.6401600000000001","-0.7355","0.44947","1.471","3.0918","3.1735","2.9011","3.6775","-1.1577","-2.4517","-2.3155","-1.3076","-0.21793","0.34051","0.35413","0.92618","2.0567","2.6423","5.7069","11.06","10.093","6.17","4.6718","4.7263","2.7649","2.0975","5.7478","5.884","4.1542","3.2144","2.5061","0","4.0"
