"-0.18","-0.22","0.95","2.32","0.88","-2.62","1","999.73","79","0.81","3"
"-0.18","-0.22","0.95","2.32","0.88","-2.62","1","999.73","79","0.78","3"
"-0.18","-0.22","0.95","2.32","0.88","-2.62","1","999.73","79","0.78","3"
"-0.18","-0.22","0.95","2.32","0.88","-2.62","1","999.73","79","0.78","3"
"-0.18","-0.22","0.95","2.32","0.88","-2.62","1","999.73","79","0.78","3"
"-0.19","-0.24","0.94","-2.38","-0.18","-4.82","1","999.73","79","0.78","3"
"-0.19","-0.24","0.94","-2.38","-0.18","-4.82","1","999.73","79","0.78","3"
"-0.19","-0.24","0.94","-2.38","-0.18","-4.82","1","999.75","79","0.78","3"
"-0.19","-0.24","0.94","-2.38","-0.18","-4.82","-2","999.75","79","0.78","3"
"-0.19","-0.24","0.94","-2.38","-0.18","-4.82","-2","999.75","79","0.78","3"
"-0.19","-0.24","0.94","-2.38","-0.18","-4.82","-2","999.75","79","0.78","3"
"-0.15","-0.21","0.94","-2.38","-0.18","-4.82","-2","999.75","79","0.78","3"
"-0.15","-0.21","0.94","-9.09","-5.7","-5.61","-2","999.75","79","0.78","3"
"-0.15","-0.21","0.94","-9.09","-5.7","-5.61","-2","999.75","79","0.78","3"
"-0.15","-0.21","0.94","-9.09","-5.7","-5.61","-2","999.75","79","0.78","3"
"-0.15","-0.21","0.94","-9.09","-5.7","-5.61","-2","999.75","79","0.78","3"
"-0.15","-0.21","0.94","-9.09","-5.7","-5.61","-2","999.75","79","0.78","3"
"-0.15","-0.21","0.94","-9.09","-5.7","-5.61","-2","999.75","79","0.78","3"
"-0.14","-0.32","0.93","-33.66","10.52","-14.82","-2","999.75","79","0.78","3"
"-0.14","-0.32","0.93","-33.66","10.52","-14.82","-2","999.75","79","0.78","3"
"-0.14","-0.32","0.93","-33.66","10.52","-14.82","-2","999.75","79","0.78","3"
"-0.14","-0.32","0.93","-33.66","10.52","-14.82","-2","999.75","79","0.78","3"
"-0.14","-0.32","0.93","-33.66","10.52","-14.82","-2","999.75","79","0.78","3"
"-0.14","-0.32","0.93","-33.66","10.52","-14.82","-2","999.75","79","0.78","3"
"-0.14","-0.32","0.93","-33.66","10.52","-14.82","-2","999.75","79","0.78","3"
"-0.07","-0.36","0.93","-14.85","1.28","-17.32","-2","999.75","79","0.78","3"
"-0.07","-0.36","0.93","-14.85","1.28","-17.32","-2","999.75","79","0.78","3"
"-0.07","-0.36","0.93","-14.85","1.28","-17.32","-2","999.75","79","0.78","3"
"-0.07","-0.36","0.93","-14.85","1.28","-17.32","-2","999.75","79","0.78","3"
"-0.14","-0.38","0.93","-14.85","1.28","-17.32","-2","999.75","79","0.78","3"
"-0.14","-0.38","0.93","-34.18","9.02","-18.48","-2","999.75","79","0.78","3"
"-0.14","-0.38","0.93","-34.18","9.02","-18.48","-2","999.75","79","0.78","3"
"-0.14","-0.38","0.93","-34.18","9.02","-18.48","-2","999.75","79","0.78","3"
"-0.14","-0.38","0.93","-34.18","9.02","-18.48","-2","999.75","79","0.78","3"
"-0.14","-0.38","0.93","-34.18","9.02","-18.48","-2","999.75","79","0.78","3"
"-0.14","-0.38","0.93","-34.18","9.02","-18.48","-2","999.75","79","0.78","3"
"-0.34","-0.39","0.98","-17.65","19.12","-1.52","-2","999.75","78","0.78","3"
"-0.34","-0.39","0.98","-17.65","19.12","-1.52","-2","999.75","78","0.8","3"
"-0.34","-0.39","0.98","-17.65","19.12","-1.52","-2","999.75","78","0.8","3"
"-0.34","-0.39","0.98","-17.65","19.12","-1.52","-2","999.75","78","0.8","3"
"-0.34","-0.39","0.98","-17.65","19.12","-1.52","-2","999.75","78","0.8","3"
"-0.34","-0.39","0.98","-17.65","19.12","-1.52","-2","999.75","78","0.8","3"
"-0.44","-0.49","1","7.47","30.73","-4.27","-2","999.75","78","0.8","3"
"-0.44","-0.49","1","7.47","30.73","-4.27","-2","999.75","78","0.8","3"
"-0.44","-0.49","1","7.47","30.73","-4.27","-2","999.75","78","0.8","3"
"-0.44","-0.49","1","7.47","30.73","-4.27","-2","999.75","78","0.8","3"
"-0.44","-0.49","1","7.47","30.73","-4.27","-2","999.75","78","0.8","3"
"-0.44","-0.49","1","7.47","30.73","-4.27","-2","999.75","78","0.8","3"
"-0.44","-0.49","1","7.47","30.73","-4.27","-2","999.75","78","0.8","3"
"-0.27","-0.52","0.85","42.84","5","-70.88","-2","999.75","78","0.8","3"
"-0.27","-0.52","0.85","42.84","5","-70.88","-2","999.75","78","0.8","3"
"-0.27","-0.52","0.85","42.84","5","-70.88","-2","999.75","78","0.8","3"
"-0.27","-0.52","0.85","42.84","5","-70.88","-2","999.75","78","0.8","3"
"-0.27","-0.52","0.85","42.84","5","-70.88","-2","999.75","78","0.8","3"
"-0.27","-0.52","0.85","42.84","5","-70.88","-2","999.75","78","0.8","3"
"-0.27","-0.52","0.85","42.84","5","-70.88","-2","999.75","78","0.8","3"
"0.17","-0.52","0.74","16.92","-35.95","-129.6","-4","999.75","78","0.8","3"
"0.17","-0.52","0.74","16.92","-35.95","-129.6","-4","999.75","78","0.8","3"
"0.17","-0.52","0.74","16.92","-35.95","-129.6","-4","999.75","78","0.8","3"
"0.17","-0.52","0.74","16.92","-35.95","-129.6","-4","999.75","78","0.8","3"
"0.4","-0.59","0.9","16.92","-35.95","-129.6","-4","999.75","78","0.8","3"
"0.4","-0.59","0.9","36.77","-86.8","-127.38","-4","999.75","78","0.8","3"
"0.4","-0.59","0.9","36.77","-86.8","-127.38","-4","999.75","78","0.8","3"
"0.4","-0.59","0.9","36.77","-86.8","-127.38","-4","999.75","78","0.8","3"
"0.4","-0.59","0.9","36.77","-86.8","-127.38","-4","999.75","78","0.8","3"
"0.4","-0.59","0.9","36.77","-86.8","-127.38","-4","999.75","78","0.8","3"
"0.4","-0.59","0.9","36.77","-86.8","-127.38","-4","999.75","78","0.8","3"
"0.5","-0.29","0.55","-43.26","-97.26","-114.15","-4","999.75","78","0.8","3"
"0.5","-0.29","0.55","-43.26","-97.26","-114.15","-4","999.75","78","0.8","3"
"0.5","-0.29","0.55","-43.26","-97.26","-114.15","-4","999.75","78","0.8","3"
