"0.0033598","0.0015272","0.000916","0.0061087","0.0073304","0.0061087","0.002138","0.0061087","0.002138","0.0015272","0.009163","0.0039706","0.0058032","0.0058032","0.013134","0.011912","0.012217","0.011301","0.007025","0.01069","0.0042761000000000006","-0.000305","0.0097738","0.0039706","0.010079","0.007941199999999999","0.0058032","0.014355","0.013438999999999998","0.016188","0.011912","0.018937","0.012217","0.0051924","0.0058032","0.0036652","-0.0048869","0.000305","-0.006414100000000001","0.0024435"
"0.0061087","0.0015272","0.0073304","0.011606","0.0073304","0.010385","0.010079","0.01069","0.017715","0.010996","0.01405","0.020159","0.012828","0.007941199999999999","0.01741","0.023213","0.019548","0.020769","0.026573000000000003","0.031154","-0.002138","0.000611","0.026573000000000003","0.0281","0.007941199999999999","0.0033598","0.0012217","0.0097738","0.0054978","0.000305","0.0048869","-0.0045815","0.0030543","0.0030543","0.000305","0.0042761000000000006","-0.0051924","-0.002138","0.006719499999999999","0.0024435"
"0.0012217","0.0039706","0.0018326","-0.006414100000000001","-0.008246700000000001","-0.0030543","-0.006414100000000001","-0.0036652","-0.0042761000000000006","-0.0045815","0.000305","-0.010079","-0.000916","-0.000916","-0.0042761000000000006","0.002138","0.0015272","-0.012523","-0.0045815","-0.0088575","-0.0097738","-0.0045815","-0.0018326","0.0051924","-0.0033598","0.0015272","-0.000611","0.0027489","-0.000305","0.0054978","0.0015272","0.0054978","0.0024435","-0.010996","-0.010996","-0.0051924","-0.01069","-0.006719499999999999","-0.002138","-0.0045815"
"-0.0024435","-0.0048869","0.0012217","-0.0042761000000000006","-0.0039706","-0.0039706","-0.0094684","-0.007635800000000002","-0.007941199999999999","-0.0027489","-0.0088575","-0.007941199999999999","-0.011301","-0.008246700000000001","-0.011912","-0.006414100000000001","-0.0039706","-0.014661000000000004","-0.0039706","-0.012828","-0.0073304","-0.006719499999999999","-0.015272","-0.011606","-0.008246700000000001","-0.01405","-0.013134","-0.006719499999999999","-0.008246700000000001","-0.014355","-0.015577","-0.007025","-0.0018326","-0.0088575","-0.0027489","-0.0036652","-0.011912","-0.012828","-0.010079","-0.012523"
"-0.0048869","-0.0042761000000000006","-0.0054978","-0.0030543","-0.0015272","-0.0018326","-0.010996","-0.008246700000000001","-0.0088575","-0.0051924","-0.000916","0.000916","-0.0015272","-0.0039706","-0.0024435","-0.0015272","-0.000916","-0.007635800000000002","-0.0058032","-0.0024435","-0.0042761000000000006","-0.007025","-0.0024435","0.000611","-0.0054978","-0.006414100000000001","-0.0033598","-0.0036652","0.0027489","-0.0042761000000000006","0.000305","-0.0036652","-0.006719499999999999","-0.0030543","-0.0073304","-0.007635800000000002","0.0015272","-0.011301","-0.0027489","0.0012217"
"-0.0030543","-0.0045815","-0.0039706","-0.0015272","0.0073304","-0.006719499999999999","-0.011301","-0.007941199999999999","-0.0036652","-0.0045815","-0.007025","-0.0015272","-0.006414100000000001","-0.002138","-0.000611","0.0024435","0.000305","-0.0048869","-0.0030543","-0.0042761000000000006","-0.011301","-0.008246700000000001","0.0030543","-0.0088575","0.0018326","0.0030543","0.000916","-0.0039706","-0.006719499999999999","-0.007025","-0.0024435","0.0012217","0.0015272","-0.0048869","0.002138","-0.0027489","0.000611","0.0048869","-0.0012217","0.007941199999999999"
"0.010079","0.0018326","0.0027489","0.0036652","0.000916","0.0012217","0.0027489","-0.0018326","0.0039706","0.000916","0.0045815","0.0018326","0.0015272","0.0054978","0.0030543","0.0024435","-0.0015272","-0.002138","0.0036652","-0.000305","-0.0048869","-0.0027489","0.000305","-0.0027489","-0.0015272","-0.0012217","-0.0045815","0.0042761000000000006","-0.0036652","0.000611","0.002138","-0.006719499999999999","-0.000305","0.0012217","-0.000611","0.0012217","-0.0042761000000000006","-0.0073304","-0.0073304","-0.0058032"
"-0.0085521","-0.0039706","-0.0054978","-0.000611","0.0073304","-0.008246700000000001","-0.0036652","-0.000611","-0.011301","-0.0024435","-0.0015272","-0.0085521","0.000611","-0.0045815","-0.0036652","-0.0015272","-0.007635800000000002","-0.0061087","-0.006719499999999999","-0.0018326","-0.007025","-0.0051924","-0.0015272","-0.0058032","-0.0061087","-0.0030543","-0.009163","-0.012217","-0.007635800000000002","-0.002138","-0.010996","-0.007941199999999999","-0.0054978","-0.0097738","-0.0097738","-0.009163","-0.002138","-0.011301","-0.017103999999999998","-0.014355"
"-0.010996","-0.015272","-0.011301","-0.013134","-0.006414100000000001","-0.013438999999999998","-0.0085521","-0.000305","-0.009163","-0.007025","-0.011301","-0.012217","-0.010385","-0.0085521","-0.007941199999999999","-0.0042761000000000006","-0.011301","-0.011301","-0.010079","-0.0061087","-0.012828","-0.013438999999999998","-0.0061087","-0.0061087","-0.0030543","-0.0024435","-0.007025","-0.0045815","-0.0088575","-0.0085521","-0.0073304","-0.0042761000000000006","-0.007025","-0.0039706","-0.0039706","-0.0015272","0.0033598","-0.0054978","-0.002138","-0.0024435"
"-0.000916","0.0015272","0.0045815","-0.0015272","-0.0033598","-0.0039706","0.0018326","0.000916","0.0061087","0.018326","0.0058032","-0.0042761000000000006","0.0058032","0.006414100000000001","0.000611","0.000305","0.0036652","0.0048869","0.0027489","0.0051924","0.0088575","0.006414100000000001","0.0073304","0.0027489","0.0039706","-0.0015272","-0.0018326","-0.0024435","0.006719499999999999","0.0054978","-0.000916","0.006414100000000001","0.01069","0.007941199999999999","0.012828","0.0088575","0.010996","0.0045815","0.0097738","0.009163"
